FiscalYear,PledgeDate,DonorName,FundType,PooledFundName,PledgeAmt,PaidAmt
2010,04-29-2010,110,2,45,0.0,5000.0
2010,05-04-2010,180,2,45,0.0,420.0
2010,05-05-2010,180,2,45,0.0,1114.88
2010,05-06-2010,162,2,36,0.0,3696599.84
2010,05-07-2010,29,2,45,0.0,384865.0
2010,05-10-2010,32,2,45,0.0,161186.14
2010,05-28-2010,180,2,45,0.0,143.7
2010,06-07-2010,29,2,45,0.0,39931.8
2010,06-08-2010,129,2,36,0.0,747030.74
2010,06-09-2010,29,2,45,0.0,738690.57
2010,06-16-2010,109,2,27,0.0,610500.61
2010,06-16-2010,162,2,105,0.0,951859.95
2010,06-18-2010,158,2,36,0.0,1221001.22
2010,06-28-2010,86,2,27,0.0,1203990.67
2010,06-28-2010,86,2,80,0.0,1203990.67
2010,06-28-2010,129,2,73,0.0,760184.96
2010,07-01-2010,175,2,45,0.0,100000.0
2010,07-02-2010,52,2,87,0.0,4317416.46
2010,07-07-2010,124,2,87,0.0,7342657.0
2010,07-21-2010,124,2,27,0.0,5000000.0
2010,07-23-2010,63,2,87,0.0,2617200.0
2010,07-23-2010,86,2,87,0.0,1291672.01
2010,07-26-2010,162,2,87,0.0,1358475.0
2010,07-27-2010,124,2,36,0.0,9790210.0
2010,08-05-2010,129,2,74,0.0,1459715.99
2010,08-11-2010,86,2,45,0.0,127064.8
2010,08-16-2010,13,2,74,0.0,1803000.0
2010,08-16-2010,183,2,74,0.0,7824726.13
2010,08-17-2009,158,2,27,0.0,6738860.0
2010,08-19-2010,180,2,74,0.0,3000.0
2010,08-20-2010,158,2,73,0.0,680272.11
2010,08-20-2010,180,2,45,0.0,9176.18
2010,08-21-2010,180,2,74,0.0,200.0
2010,08-23-2010,180,2,74,0.0,91743.12
2010,08-27-2010,15,2,74,0.0,999978.0
2010,08-27-2010,180,2,74,0.0,500.0
2010,08-29-2010,180,2,74,0.0,200.0
2010,08-31-2010,180,2,74,0.0,320.0
2010,09-01-2010,180,2,74,0.0,5100.0
2010,09-06-2010,180,2,74,0.0,100.0
2010,09-08-2010,125,2,74,0.0,1454880.0
2010,09-13-2010,180,2,74,0.0,30.0
2010,09-15-2010,180,2,74,0.0,100.0
2010,09-17-2010,81,2,74,0.0,20000000.0
2010,09-17-2010,114,2,74,0.0,12706.48
2010,09-18-2009,158,2,80,0.0,9141600.0
2010,09-20-2010,39,2,74,0.0,5000.0
2010,09-21-2010,52,2,105,0.0,876650.23
2010,09-21-2010,180,2,74,0.0,200.0
2010,09-22-2010,180,2,74,0.0,12070.0
2010,09-27-2010,15,2,74,0.0,999978.0
2010,09-27-2010,28,2,74,0.0,103040.0
2010,09-29-2010,180,2,74,0.0,163.27
2010,10-05-2010,124,2,18,0.0,2097902.0
2010,10-08-2010,163,2,87,0.0,312157.13
2010,10-14-2010,180,2,45,0.0,682.15
2010,10-15-2010,124,2,87,0.0,1000000.0
2010,10-15-2010,129,2,87,0.0,1700000.0
2010,10-15-2010,162,2,87,0.0,1200000.0
2010,10-15-2010,183,2,87,0.0,6100000.0
2010,10-20-2010,30,2,45,0.0,2543.83
2010,10-28-2010,124,2,80,0.0,5314685.0
2010,11-02-2010,94,2,74,0.0,99959.0
2010,11-19-2010,180,2,74,0.0,5121.63
2010,11-22-2010,155,2,45,0.0,277777.78
2010,11-26-2010,129,2,80,0.0,4813447.74
2010,11-29-2010,88,2,87,0.0,2618000.0
2010,12-01-2010,86,2,18,0.0,1203990.67
2010,12-02-2010,180,2,74,0.0,161.16
2010,12-03-2009,22,2,27,0.0,1443001.44
2010,12-03-2010,180,2,45,0.0,20.0
2010,12-03-2010,180,2,74,0.0,2045.0
2010,12-07-2010,162,2,18,0.0,2886174.88
2010,12-07-2010,162,2,27,0.0,5772374.76
2010,12-08-2010,124,2,27,0.0,2097902.0
2010,12-08-2010,124,2,87,0.0,700000.0
2010,12-08-2010,124,2,80,0.0,4895100.0
2010,12-11-2009,183,2,27,0.0,47149500.0
2010,12-13-2010,163,2,87,0.0,624024.96
2010,12-13-2010,183,2,105,0.0,792393.03
2010,12-16-2010,129,2,22,0.0,1005111.66
2010,12-16-2010,129,2,74,0.0,1751319.91
2010,12-16-2010,183,2,27,0.0,31250000.0
2010,12-22-2010,22,2,27,0.0,3346720.21
2010,12-23-2009,52,2,80,0.0,4854368.93
2011,01-17-2011,183,2,80,0.0,62020000.0
2011,01-19-2011,13,2,80,0.0,4062400.0
2011,02-08-2011,183,2,87,0.0,16974300.0
2011,02-10-2011,129,2,87,0.0,5313466.28
2011,02-14-2011,180,2,74,0.0,25493.91
2011,03-01-2011,129,2,27,0.0,5273184.85
2011,03-02-2011,180,2,74,0.0,1000.0
2011,03-08-2011,129,2,80,0.0,17689722.27
2011,03-10-2011,116,2,45,0.0,10308.64
2011,03-16-2011,86,2,18,0.0,2074922.0
2011,03-16-2011,86,2,27,0.0,2737186.0
2011,03-16-2011,86,2,87,0.0,1366672.0
2011,03-16-2011,86,2,80,0.0,2737186.0
2011,03-21-2011,158,2,22,0.0,686813.19
2011,03-23-2011,30,2,45,0.0,61337.58
2011,03-23-2011,183,2,36,0.0,8025682.18
2011,03-28-2011,46,2,45,0.0,400000.0
2011,03-28-2011,129,2,36,0.0,1242325.53
2011,04-01-2011,63,2,87,0.0,2811000.0
2011,04-14-2011,13,2,87,0.0,3098400.0
2011,04-20-2011,162,2,27,0.0,17442675.33
2011,04-26-2011,119,2,74,0.0,70316.9
2011,04-28-2011,162,2,80,0.0,28378774.59
2011,04-28-2011,183,2,105,0.0,1480263.16
2011,05-04-2011,124,2,87,0.0,6000000.0
2011,05-05-2011,162,2,87,0.0,3754725.17
2011,05-05-2011,183,2,80,0.0,16235000.0
2011,05-06-2011,162,2,73,0.0,1275600.1
2011,05-23-2011,13,2,27,0.0,4268000.0
2011,05-23-2011,124,2,27,0.0,5000000.0
2011,06-03-2011,162,2,18,0.0,4874075.36
2011,06-16-2011,158,2,80,0.0,9350250.0
2011,06-16-2011,163,2,87,0.0,588858.79
2011,06-17-2011,158,2,27,0.0,6760950.0
2011,06-17-2011,183,2,105,0.0,958466.45
2011,06-21-2011,147,2,22,0.0,14245.01
2011,06-23-2011,86,2,18,0.0,1276823.0
2011,06-23-2011,86,2,27,0.0,1986169.11
2011,06-23-2011,86,2,87,0.0,567476.89
2011,06-23-2011,86,2,80,0.0,1276823.0
2011,06-29-2011,88,2,36,0.0,709610.19
2011,06-30-2011,129,2,74,0.0,912290.56
2011,06-30-2011,162,2,105,0.0,791550.04
2011,07-07-2011,52,2,87,0.0,5704181.16
2011,07-11-2011,129,2,80,0.0,5063718.98
2011,07-14-2011,52,2,36,0.0,3687027.68
2011,07-14-2011,129,2,36,0.0,877712.79
2011,07-19-2011,183,2,36,0.0,9787928.22
2011,07-28-2011,163,2,36,0.0,623441.4
2011,08-04-2011,124,2,36,0.0,6875000.0
2011,08-05-2011,183,2,87,0.0,6530400.0
2011,08-09-2011,124,2,80,0.0,8125000.0
2011,08-15-2011,180,2,36,0.0,93.0
2011,08-17-2011,15,2,87,0.0,100000.0
2011,08-25-2011,162,2,36,0.0,6159600.17
2011,09-01-2011,52,2,87,0.0,3762439.57
2011,09-01-2011,158,2,36,0.0,682128.24
2011,09-01-2011,158,2,73,0.0,682128.24
2011,09-13-2011,52,2,36,0.0,1849246.32
2011,09-13-2011,73,2,87,0.0,75000.0
2011,09-13-2011,124,2,87,0.0,12500000.0
2011,09-19-2011,158,2,22,0.0,682128.24
2011,10-10-2011,140,2,87,0.0,10000.0
2011,10-13-2011,163,2,87,0.0,2785515.32
2011,10-26-2011,86,2,36,0.0,682128.24
2011,10-26-2011,129,2,74,0.0,950787.92
2011,10-27-2011,163,2,36,0.0,1160092.81
2011,11-21-2011,86,2,87,0.0,665722.0
2011,11-21-2011,135,2,87,0.0,297920.51
2011,11-23-2011,86,2,105,0.0,273597.81
2011,12-06-2011,86,2,87,0.0,803972.0
2011,12-06-2011,124,2,80,0.0,6250000.0
2011,12-06-2011,129,2,87,0.0,10106940.38
2011,12-07-2011,162,2,105,0.0,1440611.49
2011,12-08-2011,162,2,67,0.0,2199674.17
2011,12-09-2010,183,2,87,0.0,8267387.99
2011,12-09-2011,13,2,105,0.0,1036272.73
2011,12-13-2011,129,2,27,0.0,1672097.57
2011,12-14-2011,86,2,36,0.0,280000.0
2011,12-14-2011,109,2,27,0.0,652200.0
2011,12-16-2010,183,2,27,0.0,16004000.0
2011,12-19-2011,162,2,87,0.0,4331375.04
2011,12-20-2011,129,2,22,0.0,1011518.51
2011,12-20-2011,183,2,27,0.0,19371250.0
2011,12-21-2011,129,2,73,0.0,1701438.98
2011,12-22-2011,163,2,105,0.0,542888.17
2011,12-23-2011,124,2,87,0.0,200000.0
2011,12-30-2010,52,2,80,0.0,2995594.71
2011,12-30-2011,129,2,87,0.0,239341.25
2011,12-30-2011,162,2,87,0.0,200000.0
2011,12-30-2011,183,2,87,0.0,876435.05
2011,12-31-2010,52,2,87,0.0,1734755.83
2012,01-03-2013,52,2,36,0.0,902391.08
2012,01-18-2012,163,2,87,0.0,1280683.03
2012,02-09-2012,180,2,45,0.0,302.04
2012,02-17-2012,183,2,87,0.0,25086400.0
2012,02-21-2012,129,2,80,0.0,10735343.05
2012,02-22-2012,52,2,87,0.0,5332480.14
2012,02-29-2012,183,2,88,0.0,23770500.0
2012,03-01-2012,162,2,88,0.0,5729974.83
2012,03-09-2012,183,2,105,0.0,1582278.48
2012,03-12-2012,63,2,87,0.0,3990600.0
2012,03-12-2012,86,2,18,0.0,1817194.4
2012,03-12-2012,86,2,27,0.0,2466192.4
2012,03-12-2012,86,2,87,0.0,2466192.4
2012,03-12-2012,86,2,88,0.0,1168196.4
2012,03-12-2012,86,2,80,0.0,1168196.4
2012,03-15-2012,129,2,88,0.0,6053792.27
2012,03-20-2012,13,2,88,0.0,4243200.0
2012,03-21-2012,13,2,80,0.0,2121600.0
2012,03-23-2011,183,2,36,0.0,12558869.7
2012,04-04-2012,129,2,27,0.0,5173727.51
2012,04-09-2012,183,2,80,0.0,25091325.0
2012,04-18-2012,162,2,88,0.0,11128474.6
2012,04-27-2012,86,2,105,0.0,264900.66
2012,05-07-2012,162,2,18,0.0,1431874.98
2012,05-10-2012,52,2,88,0.0,5123825.79
2012,05-10-2012,52,2,80,0.0,3415883.86
2012,05-21-2012,129,2,36,0.0,820417.37
2012,06-06-2012,98,2,105,0.0,500000.0
2012,06-07-2012,13,2,87,0.0,4052400.0
2012,06-07-2012,52,2,80,0.0,3295143.47
2012,06-12-2012,86,2,88,0.0,1750686.0
2012,06-12-2012,86,2,80,0.0,1750686.0
2012,06-15-2012,183,2,27,0.0,27256250.0
2012,06-20-2012,162,2,27,0.0,15735474.42
2012,06-27-2012,162,2,80,0.0,12141375.17
2012,07-02-2012,162,2,87,0.0,6852934.61
2012,07-05-2012,109,2,27,0.0,307425.0
2012,07-11-2012,67,2,87,0.0,1222700.0
2012,07-12-2012,162,2,73,0.0,1131120.0
2012,07-13-2012,129,2,27,0.0,3288361.98
2012,07-19-2012,124,2,88,0.0,8571429.0
2012,08-02-2012,86,2,87,0.0,1825472.0
2012,08-08-2012,163,2,36,0.0,510204.08
2012,08-15-2012,163,2,87,0.0,520768.67
2012,08-28-2012,13,2,87,0.0,5102500.0
2012,08-28-2012,124,2,36,0.0,6428571.0
2012,08-28-2012,183,2,105,0.0,1883830.46
2012,08-29-2012,183,2,80,0.0,8377950.0
2012,08-30-2012,86,2,27,0.0,1865993.98
2012,08-30-2012,129,2,87,0.0,3474001.61
2012,09-04-2012,13,2,88,0.0,5102500.0
2012,09-11-2012,86,2,73,0.0,62735.26
2012,09-12-2012,86,2,36,0.0,627352.57
2012,09-12-2012,86,2,105,0.0,250941.03
2012,09-12-2012,129,2,74,0.0,874283.76
2012,09-17-2012,124,2,87,0.0,8500000.0
2012,09-19-2012,52,2,105,0.0,1727782.99
2012,09-19-2012,162,2,27,0.0,3016974.89
2012,09-21-2012,183,2,88,0.0,25924800.0
2012,10-16-2012,162,2,80,0.0,1482574.91
2012,11-02-2012,163,2,105,0.0,537634.41
2012,11-05-2012,86,2,36,0.0,465673.58
2012,11-05-2012,162,2,36,0.0,4486132.26
2012,11-07-2012,158,2,22,0.0,649350.65
2012,11-07-2012,158,2,36,0.0,649350.65
2012,11-16-2012,162,2,18,0.0,1486775.04
2012,11-19-2012,158,2,73,0.0,649350.65
2012,11-20-2012,162,2,88,0.0,2223874.87
2012,11-30-2012,86,2,18,0.0,648336.0
2012,11-30-2012,86,2,27,0.0,648336.0
2012,11-30-2012,124,2,88,0.0,11428571.0
2012,11-30-2012,124,2,80,0.0,5000000.0
2012,11-30-2012,183,2,27,0.0,17640700.0
2012,12-03-2012,158,2,27,0.0,3833100.0
2012,12-03-2012,158,2,80,0.0,3833100.0
2012,12-04-2012,13,2,67,0.0,1047200.0
2012,12-04-2012,162,2,80,0.0,1482574.91
2012,12-05-2012,52,2,73,0.0,1082836.48
2012,12-05-2012,67,2,87,0.0,1307000.0
2012,12-05-2012,129,2,22,0.0,533789.5
2012,12-05-2012,129,2,88,0.0,6052837.71
2012,12-06-2012,162,2,105,0.0,1498231.49
2012,12-07-2011,22,2,27,0.0,5222400.0
2012,12-12-2012,86,2,27,0.0,3923972.0
2012,12-18-2012,163,2,105,0.0,431965.44
2012,12-19-2012,163,2,73,0.0,539956.8
2012,12-26-2012,163,2,36,0.0,109769.48
2012,12-26-2012,183,2,74,0.0,4846526.66
2013,01-02-2014,52,2,105,0.0,1859531.34
2013,01-11-2013,80,2,73,0.0,100000.0
2013,01-11-2013,183,2,36,0.0,9463722.4
2013,01-14-2014,163,2,73,0.0,2375422.77
2013,01-18-2013,180,2,45,0.0,200.0
2013,01-22-2013,183,2,87,0.0,14274000.0
2013,02-14-2013,183,2,88,0.0,42857424.09
2013,02-20-2013,162,2,27,0.0,12335973.58
2013,03-04-2013,52,2,88,0.0,3485474.29
2013,03-14-2013,183,2,80,0.0,20871200.0
2013,03-20-2013,129,2,27,0.0,5218266.83
2013,03-22-2013,63,2,87,0.0,3895200.0
2013,03-22-2013,183,2,105,0.0,3826632.31
2013,03-26-2013,162,2,88,0.0,13997672.4
2013,03-27-2013,86,2,27,0.0,2543970.0
2013,03-27-2013,86,2,87,0.0,2543970.0
2013,03-27-2013,86,2,88,0.0,1907970.0
2013,03-27-2013,86,2,80,0.0,1907970.0
2013,04-02-2013,86,2,18,0.0,1271970.0
2013,04-11-2013,109,2,27,0.0,327350.0
2013,04-11-2013,129,2,80,0.0,10328266.74
2013,04-12-2013,162,2,18,0.0,2978572.95
2013,04-19-2013,13,2,27,0.0,2049400.0
2013,04-19-2013,13,2,88,0.0,2049400.0
2013,04-23-2013,162,2,80,0.0,12997322.31
2013,04-25-2013,86,2,105,0.0,261780.1
2013,05-14-2013,67,2,87,0.0,1320150.0
2013,05-18-2015,82,2,91,0.0,499111.38
2013,06-11-2013,163,2,87,0.0,532708.29
2013,06-13-2013,67,2,73,0.0,402178.71
2013,06-13-2013,129,2,88,0.0,8547008.55
2013,06-18-2013,163,2,36,0.0,523012.55
2013,06-27-2013,13,2,87,0.0,3689200.0
2013,06-27-2013,13,2,88,0.0,2766900.0
2013,06-27-2013,162,2,87,0.0,7222347.95
2013,07-11-2013,52,2,87,0.0,3553218.33
2013,07-12-2013,52,2,88,0.0,3568815.69
2013,07-12-2013,52,2,80,0.0,3575898.44
2013,07-18-2013,129,2,22,0.0,497993.17
2013,07-19-2013,86,2,88,0.0,1305070.0
2013,07-19-2013,86,2,80,0.0,1305070.0
2013,07-22-2013,52,2,105,0.0,1765088.6
2013,07-22-2013,158,2,22,0.0,662251.66
2013,07-22-2013,158,2,45,0.0,331125.83
2013,07-22-2013,158,2,73,0.0,397350.99
2013,07-23-2013,162,2,22,0.0,611192.69
2013,07-23-2013,162,2,74,0.0,2291972.58
2013,07-23-2013,162,2,105,0.0,2291972.58
2013,07-23-2013,162,2,73,0.0,458394.52
2013,07-25-2013,129,2,36,0.0,829988.62
2013,08-01-2013,183,2,88,0.0,3084040.09
2013,08-05-2013,86,2,36,0.0,663129.97
2013,08-14-2012,3,2,87,0.0,1999978.0
2013,08-27-2013,183,2,45,0.0,1908396.95
2013,08-30-2013,124,2,27,0.0,1875000.0
2013,09-05-2013,80,2,73,0.0,100000.0
2013,09-06-2013,22,2,27,0.0,4060500.0
2013,09-10-2013,183,2,74,0.0,4651162.79
2013,09-12-2013,129,2,74,0.0,1681908.97
2013,09-30-2013,124,2,36,0.0,1250000.0
2013,10-08-2013,124,2,88,0.0,5000000.0
2013,10-21-2013,86,2,18,0.0,1331170.0
2013,10-21-2013,86,2,27,0.0,2443470.0
2013,10-21-2013,86,2,87,0.0,2036220.0
2013,10-22-2013,124,2,18,0.0,1250000.0
2013,10-22-2013,124,2,87,0.0,1562500.0
2013,10-23-2013,86,2,73,0.0,137741.05
2013,11-09-2012,22,2,27,0.0,5245900.0
2013,11-12-2013,183,2,27,0.0,16176000.0
2013,11-15-2013,162,2,18,0.0,1516974.96
2013,11-30-2012,183,2,27,0.0,17116000.0
2013,12-04-2013,129,2,27,0.0,1623740.02
2013,12-04-2013,162,2,80,0.0,1518975.11
2013,12-05-2013,124,2,80,0.0,2250000.0
2013,12-05-2013,162,2,87,0.0,2582955.14
2013,12-05-2013,183,2,88,0.0,31072600.0
2013,12-08-2013,183,2,80,0.0,16368000.0
2013,12-09-2013,183,2,87,0.0,14703300.0
2013,12-12-2013,124,2,18,0.0,1250000.0
2013,12-12-2013,163,2,36,0.0,771775.08
2013,12-18-2013,129,2,105,0.0,1614481.51
2013,12-18-2013,129,2,73,0.0,1614481.51
2013,12-19-2013,162,2,36,0.0,1515399.95
2013,12-19-2013,162,2,45,0.0,757699.97
2013,12-19-2013,162,2,67,0.0,757699.97
2013,12-19-2013,162,2,74,0.0,1515399.95
2014,01-09-2015,35,2,108,0.0,4175016.7
2014,01-12-2015,163,2,73,0.0,1265217.37
2014,01-13-2014,86,2,18,0.0,2670770.0
2014,01-17-2014,67,2,88,0.0,967450.0
2014,01-22-2014,52,2,87,0.0,3825664.09
2014,01-31-2014,13,2,88,0.0,2625900.0
2014,02-04-2014,162,2,88,0.0,12330374.21
2014,02-07-2014,129,2,88,0.0,6686135.99
2014,02-12-2014,80,2,73,0.0,130000.0
2014,02-24-2014,86,2,27,0.0,2724370.0
2014,02-24-2014,86,2,87,0.0,2724370.0
2014,02-24-2014,86,2,88,0.0,2043270.0
2014,02-24-2014,86,2,80,0.0,1362170.0
2014,02-28-2014,52,2,18,0.0,2802900.07
2014,03-03-2014,52,2,88,0.0,4671500.11
2014,03-03-2014,52,2,80,0.0,1868600.04
2014,03-06-2014,124,2,18,0.0,2779000.0
2014,03-11-2014,98,2,105,0.0,300000.0
2014,03-14-2014,129,2,18,0.0,2479921.71
2014,03-18-2014,52,2,105,0.0,1845118.54
2014,03-18-2014,183,2,1,0.0,16506000.0
2014,03-25-2014,109,2,27,0.0,344025.01
2014,03-25-2014,185,2,1,0.0,1087230.72
2014,03-25-2014,183,2,67,0.0,1258503.4
2014,03-28-2013,183,2,105,0.0,3000000.0
2014,03-31-2014,129,2,80,0.0,8389933.6
2014,04-03-2014,86,2,36,0.0,679347.83
2014,04-09-2014,183,2,80,0.0,9951.73
2014,04-14-2014,163,2,18,0.0,451824.24
2014,04-15-2014,129,2,27,0.0,3331358.02
2014,04-22-2014,162,2,1,0.0,11970374.6
2014,04-24-2014,163,2,80,0.0,569605.83
2014,04-29-2014,162,2,80,0.0,10559474.61
2014,05-05-2014,183,2,18,0.0,1671681.71
2014,05-06-2014,109,2,18,0.0,341525.0
2014,05-26-2014,52,2,88,0.0,3645444.11
2014,05-29-2014,98,2,1,0.0,1000000.0
2014,06-02-2014,129,2,1,0.0,1340450.57
2014,06-03-2014,13,2,1,0.0,371040.0
2014,06-04-2013,22,2,88,0.0,4024725.01
2014,06-06-2014,183,2,88,0.0,42510000.0
2014,06-12-2014,162,2,18,0.0,3667225.15
2014,06-19-2014,13,2,67,0.0,940600.0
2014,06-19-2014,124,2,88,0.0,9511600.0
2014,06-20-2014,129,2,88,0.0,3220839.25
2014,06-23-2014,124,2,18,0.0,1367500.0
